number,short_description,priority,category,subcategory,assignment_group,cmdb_ci,contact_type,opened_at,resolved_at,closed_at,close_code,close_notes,incident_state,made_sla,reopen_count,major_incident_state,impact,urgency,severity,sys_created_on
INC4000752,Report shows stale data,1 - Critical,Network,Outage,Database Team,Orion Data Warehouse,Phone,2025-12-22 14:07:15,2025-12-23 12:13:15,2025-12-23 12:13:15,Solved (Permanently),Resolved: report shows stale data addressed by Database Team.,Closed,true,1,No,Critical,1 - Critical,1,2025-12-22 14:07:15
INC4000758,Cannot connect to VPN,1 - Critical,Software,Outage,Network Ops,VPN Gateway,Email,2025-09-13 04:35:23,2025-09-14 16:59:23,2025-09-14 16:59:23,Known Error,Resolved: cannot connect to vpn addressed by Network Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-09-13 04:35:23
INC4000762,Account locked out,2 - High,Database,Configuration,Identity & Access,Titan Auth Service,Chat,2025-07-29 00:47:27,2025-07-31 06:47:27,2025-07-31 06:47:27,Known Error,Resolved: account locked out addressed by Identity & Access.,Closed,true,0,Yes,High,2 - High,2,2025-07-29 00:47:27
INC4000767,CRM login failure,4 - Low,Software,Error,App Support,Globex CRM,Walk-in,2025-10-05 04:01:30,2025-10-06 18:19:30,2025-10-06 18:19:30,Known Error,Resolved: crm login failure addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-10-05 04:01:30
INC4000773,Payslip not visible,2 - High,Email,Request,App Support,Helios HR Portal,Self-service,2025-12-04 08:54:09,2025-12-05 17:00:09,2025-12-05 17:00:09,Known Error,Resolved: payslip not visible addressed by App Support.,Closed,false,0,No,High,2 - High,2,2025-12-04 08:54:09
INC4000777,VPN very slow after login,4 - Low,Database,Outage,Network Ops,VPN Gateway,Self-service,2025-10-02 22:11:04,2025-10-04 07:23:04,2025-10-04 07:23:04,Closed/Resolved by Caller,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-10-02 22:11:04
INC4000782,Server high CPU alert,1 - Critical,Software,Error,Infrastructure,Atlas Monitoring,Chat,2025-07-14 08:44:44,2025-07-15 15:32:44,2025-07-15 15:32:44,Solved (Permanently),Resolved: server high cpu alert addressed by Infrastructure.,Closed,true,1,No,Critical,1 - Critical,1,2025-07-14 08:44:44
INC4000785,Cannot connect to VPN,2 - High,Access,Request,Network Ops,VPN Gateway,Chat,2025-11-18 03:30:54,2025-11-21 02:00:54,2025-11-21 02:00:54,Closed/Resolved by Caller,Resolved: cannot connect to vpn addressed by Network Ops.,Closed,true,0,No,High,2 - High,2,2025-11-18 03:30:54
INC4000791,CRM login failure,3 - Moderate,Hardware,Error,App Support,Globex CRM,Self-service,2025-08-02 15:51:22,2025-08-04 06:45:22,2025-08-04 06:45:22,Not Reproducible,Resolved: crm login failure addressed by App Support.,Closed,false,1,Yes,Moderate,3 - Moderate,3,2025-08-02 15:51:22
INC4000794,File restore request,4 - Low,Hardware,Error,Cloud Ops,Nimbus File Storage,Self-service,2025-11-28 16:11:56,2025-11-29 10:23:56,2025-11-29 10:23:56,Closed/Resolved by Caller,Resolved: file restore request addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-11-28 16:11:56
INC4000800,Cannot save customer record,2 - High,Support,Error,App Support,Globex CRM,Phone,2025-07-19 11:08:18,2025-07-19 14:02:18,2025-07-19 14:02:18,Solved (Permanently),Resolved: cannot save customer record addressed by App Support.,Closed,false,1,No,High,2 - High,2,2025-07-19 11:08:18
INC4000805,Printer offline,4 - Low,Network,Performance,Deskside Support,Vertex Print Service,Walk-in,2025-08-09 18:14:46,2025-08-12 08:32:46,2025-08-12 08:32:46,Not Reproducible,Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,Low,4 - Low,4,2025-08-09 18:14:46
INC4000808,Cannot connect to VPN,3 - Moderate,Software,Configuration,Network Ops,VPN Gateway,Walk-in,2025-12-28 09:10:29,2025-12-29 22:58:29,2025-12-29 22:58:29,Solved (Work Around),Resolved: cannot connect to vpn addressed by Network Ops.,Closed,false,1,No,Moderate,3 - Moderate,3,2025-12-28 09:10:29
INC4000814,HR portal error on submit,3 - Moderate,Access,Request,App Support,Helios HR Portal,Phone,2025-12-20 07:26:51,2025-12-22 07:56:51,2025-12-22 07:56:51,Not Reproducible,Resolved: hr portal error on submit addressed by App Support.,Closed,false,0,Yes,Moderate,3 - Moderate,3,2025-12-20 07:26:51
INC4000821,MFA prompt not received,1 - Critical,Access,Error,Identity & Access,Titan Auth Service,Walk-in,2025-08-14 02:19:56,2025-08-14 18:55:56,2025-08-14 18:55:56,Closed/Resolved by Caller,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,0,No,Critical,1 - Critical,1,2025-08-14 02:19:56
INC4000828,Cannot send external email,4 - Low,Network,Error,Cloud Ops,Mailflow Online,Walk-in,2025-08-16 15:56:27,2025-08-17 16:02:27,2025-08-17 16:02:27,Solved (Work Around),Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-08-16 15:56:27
INC4000834,Service needs restart,4 - Low,Database,Configuration,Infrastructure,Atlas Monitoring,Phone,2025-10-19 08:02:01,2025-10-21 23:02:01,2025-10-21 23:02:01,Closed/Resolved by Caller,Resolved: service needs restart addressed by Infrastructure.,Closed,true,0,No,Low,4 - Low,4,2025-10-19 08:02:01
INC4000840,Payment timeout at checkout,1 - Critical,Support,Request,App Support,Acme Payments API,Phone,2025-08-08 18:15:35,2025-08-09 08:21:35,2025-08-09 08:21:35,Known Error,Resolved: payment timeout at checkout addressed by App Support.,Closed,true,1,No,Critical,1 - Critical,1,2025-08-08 18:15:35
INC4000846,Cannot scan to email,3 - Moderate,Network,Outage,Deskside Support,Vertex Print Service,Email,2025-08-28 20:31:59,2025-08-29 17:13:59,2025-08-29 17:13:59,Not Reproducible,Resolved: cannot scan to email addressed by Deskside Support.,Closed,false,1,No,Moderate,3 - Moderate,3,2025-08-28 20:31:59
INC4000849,Account locked out,4 - Low,Access,Error,Identity & Access,Titan Auth Service,Walk-in,2025-11-17 09:04:27,2025-11-18 08:28:27,2025-11-18 08:28:27,Solved (Work Around),Resolved: account locked out addressed by Identity & Access.,Closed,true,0,No,Low,4 - Low,4,2025-11-17 09:04:27
INC4000851,Print job stuck in queue,3 - Moderate,Hardware,Outage,Deskside Support,Vertex Print Service,Phone,2025-12-19 01:27:29,2025-12-20 19:21:29,2025-12-20 19:21:29,Closed/Resolved by Caller,Resolved: print job stuck in queue addressed by Deskside Support.,Closed,true,1,Yes,Moderate,3 - Moderate,3,2025-12-19 01:27:29
INC4000857,Leave request stuck,1 - Critical,Access,Request,App Support,Helios HR Portal,Phone,2025-08-17 02:10:44,2025-08-19 13:22:44,2025-08-19 13:22:44,Not Reproducible,Resolved: leave request stuck addressed by App Support.,Closed,true,0,Yes,Critical,1 - Critical,1,2025-08-17 02:10:44
INC4000862,MFA prompt not received,2 - High,Software,Error,Identity & Access,Titan Auth Service,Self-service,2025-08-03 16:20:16,2025-08-06 08:26:16,2025-08-06 08:26:16,Solved (Permanently),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,0,No,High,2 - High,2,2025-08-03 16:20:16
INC4000865,CRM page very slow to load,3 - Moderate,Software,Configuration,App Support,Globex CRM,Walk-in,2025-11-07 09:53:19,2025-11-07 11:05:19,2025-11-07 11:05:19,Closed/Resolved by Caller,Resolved: crm page very slow to load addressed by App Support.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-11-07 09:53:19
INC4000868,Cannot scan to email,3 - Moderate,Email,Outage,Deskside Support,Vertex Print Service,Self-service,2025-10-09 22:49:06,2025-10-10 00:07:06,2025-10-10 00:07:06,Known Error,Resolved: cannot scan to email addressed by Deskside Support.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-10-09 22:49:06
INC4000871,Cannot save customer record,2 - High,Support,Outage,App Support,Globex CRM,Email,2025-10-04 23:06:02,2025-10-05 16:48:02,2025-10-05 16:48:02,Closed/Resolved by Caller,Resolved: cannot save customer record addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-10-04 23:06:02
INC4000877,Account locked out,4 - Low,Support,Error,Identity & Access,Titan Auth Service,Self-service,2025-10-12 09:29:22,2025-10-15 08:47:22,2025-10-15 08:47:22,Solved (Permanently),Resolved: account locked out addressed by Identity & Access.,Closed,false,1,No,Low,4 - Low,4,2025-10-12 09:29:22
INC4000878,Printer offline,1 - Critical,Access,Request,Deskside Support,Vertex Print Service,Email,2025-09-26 02:36:51,2025-09-28 00:36:51,2025-09-28 00:36:51,Known Error,Resolved: printer offline addressed by Deskside Support.,Closed,true,0,No,Critical,1 - Critical,1,2025-09-26 02:36:51
INC4000881,Cannot send external email,2 - High,Software,Error,Cloud Ops,Mailflow Online,Email,2025-12-12 22:23:27,2025-12-15 00:23:27,2025-12-15 00:23:27,Known Error,Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,0,No,High,2 - High,2,2025-12-12 22:23:27
INC4000882,Payment gateway returns 500,1 - Critical,Network,Performance,App Support,Acme Payments API,Walk-in,2025-12-23 22:46:21,2025-12-25 17:16:21,2025-12-25 17:16:21,Solved (Work Around),Resolved: payment gateway returns 500 addressed by App Support.,Closed,false,0,No,Critical,1 - Critical,1,2025-12-23 22:46:21
INC4000888,VPN very slow after login,4 - Low,Network,Error,Network Ops,VPN Gateway,Self-service,2025-11-22 15:52:03,2025-11-24 17:40:03,2025-11-24 17:40:03,Closed/Resolved by Caller,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-11-22 15:52:03
INC4000889,Disk space low on host,3 - Moderate,Database,Outage,Infrastructure,Atlas Monitoring,Chat,2025-11-18 17:28:22,2025-11-21 14:16:22,2025-11-21 14:16:22,Closed/Resolved by Caller,Resolved: disk space low on host addressed by Infrastructure.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-11-18 17:28:22
INC4000890,Shared drive inaccessible,2 - High,Support,Configuration,Cloud Ops,Nimbus File Storage,Email,2025-09-18 00:40:34,2025-09-20 01:46:34,2025-09-20 01:46:34,Solved (Work Around),Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,No,High,2 - High,2,2025-09-18 00:40:34
INC4000894,VPN very slow after login,4 - Low,Network,Outage,Network Ops,VPN Gateway,Self-service,2025-09-08 12:57:35,2025-09-10 21:27:35,2025-09-10 21:27:35,Solved (Permanently),Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-09-08 12:57:35
INC4000898,Payslip not visible,4 - Low,Access,Configuration,App Support,Helios HR Portal,Walk-in,2025-11-17 07:50:01,2025-11-17 15:38:01,2025-11-17 15:38:01,Known Error,Resolved: payslip not visible addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-11-17 07:50:01
INC4000905,CRM page very slow to load,2 - High,Access,Error,App Support,Globex CRM,Email,2025-09-03 18:23:29,2025-09-04 01:35:29,2025-09-04 01:35:29,Closed/Resolved by Caller,Resolved: crm page very slow to load addressed by App Support.,Closed,false,0,Yes,High,2 - High,2,2025-09-03 18:23:29
INC4000907,Email not syncing,3 - Moderate,Network,Outage,Cloud Ops,Mailflow Online,Email,2025-10-13 16:03:00,2025-10-14 04:39:00,2025-10-14 04:39:00,Closed/Resolved by Caller,Resolved: email not syncing addressed by Cloud Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-13 16:03:00
INC4000910,Shared drive inaccessible,4 - Low,Hardware,Request,Cloud Ops,Nimbus File Storage,Walk-in,2025-08-20 12:01:28,2025-08-21 09:55:28,2025-08-21 09:55:28,Known Error,Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,1,No,Low,4 - Low,4,2025-08-20 12:01:28
INC4000914,VPN very slow after login,4 - Low,Support,Outage,Network Ops,VPN Gateway,Chat,2025-08-25 18:03:28,2025-08-28 14:21:28,2025-08-28 14:21:28,Not Reproducible,Resolved: vpn very slow after login addressed by Network Ops.,Closed,false,0,No,Low,4 - Low,4,2025-08-25 18:03:28
INC4000916,HR portal error on submit,3 - Moderate,Access,Outage,App Support,Helios HR Portal,Email,2025-10-19 09:18:14,2025-10-21 11:30:14,2025-10-21 11:30:14,Closed/Resolved by Caller,Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-19 09:18:14
INC4000918,Report shows stale data,4 - Low,Email,Configuration,Database Team,Orion Data Warehouse,Phone,2025-11-27 10:02:38,2025-11-28 14:38:38,2025-11-28 14:38:38,Known Error,Resolved: report shows stale data addressed by Database Team.,Closed,true,1,No,Low,4 - Low,4,2025-11-27 10:02:38
INC4000924,Account locked out,4 - Low,Access,Performance,Identity & Access,Titan Auth Service,Email,2025-11-23 23:26:05,2025-11-26 11:20:05,2025-11-26 11:20:05,Solved (Work Around),Resolved: account locked out addressed by Identity & Access.,Closed,true,0,No,Low,4 - Low,4,2025-11-23 23:26:05
INC4000928,File sync conflict,3 - Moderate,Email,Configuration,Cloud Ops,Nimbus File Storage,Chat,2025-07-14 12:51:17,2025-07-17 12:09:17,2025-07-17 12:09:17,Known Error,Resolved: file sync conflict addressed by Cloud Ops.,Closed,true,0,Yes,Moderate,3 - Moderate,3,2025-07-14 12:51:17
INC4000934,Service needs restart,4 - Low,Network,Performance,Infrastructure,Atlas Monitoring,Walk-in,2025-10-25 18:53:17,2025-10-26 01:29:17,2025-10-26 01:29:17,Solved (Permanently),Resolved: service needs restart addressed by Infrastructure.,Closed,false,0,No,Low,4 - Low,4,2025-10-25 18:53:17
INC4000939,Cannot save customer record,3 - Moderate,Email,Configuration,App Support,Globex CRM,Walk-in,2025-07-02 22:19:32,2025-07-03 17:19:32,2025-07-03 17:19:32,Solved (Work Around),Resolved: cannot save customer record addressed by App Support.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-07-02 22:19:32
INC4000942,MFA prompt not received,3 - Moderate,Software,Request,Identity & Access,Titan Auth Service,Self-service,2025-11-19 08:07:37,2025-11-21 02:43:37,2025-11-21 02:43:37,Not Reproducible,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-11-19 08:07:37
INC4000946,VPN very slow after login,4 - Low,Network,Request,Network Ops,VPN Gateway,Self-service,2025-09-02 17:51:33,2025-09-03 18:51:33,2025-09-03 18:51:33,Closed/Resolved by Caller,Resolved: vpn very slow after login addressed by Network Ops.,Closed,false,0,No,Low,4 - Low,4,2025-09-02 17:51:33
INC4000952,ETL job failed,4 - Low,Software,Performance,Database Team,Orion Data Warehouse,Phone,2025-07-09 04:14:52,2025-07-11 07:32:52,2025-07-11 07:32:52,Known Error,Resolved: etl job failed addressed by Database Team.,Closed,true,0,No,Low,4 - Low,4,2025-07-09 04:14:52
INC4000954,Cannot scan to email,3 - Moderate,Hardware,Request,Deskside Support,Vertex Print Service,Chat,2025-09-17 00:36:51,2025-09-18 10:06:51,2025-09-18 10:06:51,Solved (Permanently),Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,1,Yes,Moderate,3 - Moderate,3,2025-09-17 00:36:51
INC4000961,Shared drive inaccessible,4 - Low,Database,Error,Cloud Ops,Nimbus File Storage,Walk-in,2025-09-10 03:46:00,2025-09-12 06:40:00,2025-09-12 06:40:00,Solved (Permanently),Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-09-10 03:46:00
INC4000967,Mailbox quota exceeded,3 - Moderate,Network,Configuration,Cloud Ops,Mailflow Online,Chat,2025-09-22 17:33:41,2025-09-23 12:51:41,2025-09-23 12:51:41,Known Error,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-09-22 17:33:41
INC4000974,Leave request stuck,2 - High,Network,Configuration,App Support,Helios HR Portal,Walk-in,2025-12-02 17:30:51,2025-12-04 14:06:51,2025-12-04 14:06:51,Solved (Permanently),Resolved: leave request stuck addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-12-02 17:30:51
INC4000979,Email not syncing,1 - Critical,Access,Request,Cloud Ops,Mailflow Online,Walk-in,2025-08-25 21:13:44,2025-08-26 10:49:44,2025-08-26 10:49:44,Solved (Work Around),Resolved: email not syncing addressed by Cloud Ops.,Closed,false,1,No,Critical,1 - Critical,1,2025-08-25 21:13:44
INC4000984,MFA prompt not received,2 - High,Hardware,Request,Identity & Access,Titan Auth Service,Email,2025-10-25 07:07:23,2025-10-27 09:13:23,2025-10-27 09:13:23,Solved (Work Around),Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,No,High,2 - High,2,2025-10-25 07:07:23
INC4000986,Disk space low on host,4 - Low,Hardware,Request,Infrastructure,Atlas Monitoring,Walk-in,2025-07-10 19:27:38,2025-07-11 21:39:38,2025-07-11 21:39:38,Known Error,Resolved: disk space low on host addressed by Infrastructure.,Closed,false,1,No,Low,4 - Low,4,2025-07-10 19:27:38
INC4000991,File restore request,4 - Low,Software,Performance,Cloud Ops,Nimbus File Storage,Email,2025-11-07 22:56:43,2025-11-09 07:08:43,2025-11-09 07:08:43,Solved (Permanently),Resolved: file restore request addressed by Cloud Ops.,Closed,true,0,Yes,Low,4 - Low,4,2025-11-07 22:56:43
INC4000996,ETL job failed,1 - Critical,Email,Error,Database Team,Orion Data Warehouse,Walk-in,2025-07-31 18:46:25,2025-08-02 03:58:25,2025-08-02 03:58:25,Solved (Permanently),Resolved: etl job failed addressed by Database Team.,Closed,true,0,Yes,Critical,1 - Critical,1,2025-07-31 18:46:25
INC4000997,Payment gateway returns 500,4 - Low,Database,Performance,App Support,Acme Payments API,Email,2025-11-17 01:56:17,2025-11-18 10:02:17,2025-11-18 10:02:17,Solved (Permanently),Resolved: payment gateway returns 500 addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-11-17 01:56:17
INC4001004,CRM login failure,4 - Low,Database,Configuration,App Support,Globex CRM,Email,2025-09-19 08:23:42,2025-09-22 07:59:42,2025-09-22 07:59:42,Known Error,Resolved: crm login failure addressed by App Support.,Closed,false,0,Yes,Low,4 - Low,4,2025-09-19 08:23:42
INC4001007,VPN very slow after login,4 - Low,Email,Outage,Network Ops,VPN Gateway,Walk-in,2025-11-21 15:03:29,2025-11-24 01:45:29,2025-11-24 01:45:29,Known Error,Resolved: vpn very slow after login addressed by Network Ops.,Closed,true,0,No,Low,4 - Low,4,2025-11-21 15:03:29
INC4001014,Report shows stale data,3 - Moderate,Software,Performance,Database Team,Orion Data Warehouse,Chat,2025-10-13 19:27:16,2025-10-16 16:03:16,2025-10-16 16:03:16,Solved (Permanently),Resolved: report shows stale data addressed by Database Team.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-10-13 19:27:16
INC4001018,Mailbox quota exceeded,4 - Low,Access,Performance,Cloud Ops,Mailflow Online,Walk-in,2025-07-27 18:18:04,2025-07-28 17:48:04,2025-07-28 17:48:04,Not Reproducible,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,false,1,No,Low,4 - Low,4,2025-07-27 18:18:04
INC4001023,CRM page very slow to load,4 - Low,Database,Outage,App Support,Globex CRM,Email,2025-10-24 22:53:35,2025-10-27 14:17:35,2025-10-27 14:17:35,Closed/Resolved by Caller,Resolved: crm page very slow to load addressed by App Support.,Closed,false,0,Yes,Low,4 - Low,4,2025-10-24 22:53:35
INC4001027,Transaction declined in error,4 - Low,Database,Outage,App Support,Acme Payments API,Self-service,2025-12-07 00:14:34,2025-12-09 13:20:34,2025-12-09 13:20:34,Known Error,Resolved: transaction declined in error addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-12-07 00:14:34
INC4001032,Cannot send external email,4 - Low,Email,Performance,Cloud Ops,Mailflow Online,Walk-in,2025-09-29 12:47:16,2025-09-30 12:23:16,2025-09-30 12:23:16,Closed/Resolved by Caller,Resolved: cannot send external email addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-09-29 12:47:16
INC4001039,CRM login failure,4 - Low,Hardware,Request,App Support,Globex CRM,Chat,2025-10-23 14:10:49,2025-10-26 02:28:49,2025-10-26 02:28:49,Solved (Permanently),Resolved: crm login failure addressed by App Support.,Closed,false,0,No,Low,4 - Low,4,2025-10-23 14:10:49
INC4001045,Data not refreshed overnight,4 - Low,Network,Outage,Database Team,Orion Data Warehouse,Self-service,2025-07-30 02:13:44,2025-08-01 21:25:44,2025-08-01 21:25:44,Not Reproducible,Resolved: data not refreshed overnight addressed by Database Team.,Closed,true,0,No,Low,4 - Low,4,2025-07-30 02:13:44
INC4001046,Report shows stale data,3 - Moderate,Database,Error,Database Team,Orion Data Warehouse,Self-service,2025-11-10 20:32:27,2025-11-13 03:02:27,2025-11-13 03:02:27,Solved (Work Around),Resolved: report shows stale data addressed by Database Team.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-11-10 20:32:27
INC4001052,Server high CPU alert,4 - Low,Network,Error,Infrastructure,Atlas Monitoring,Chat,2025-08-11 09:25:48,2025-08-13 10:31:48,2025-08-13 10:31:48,Solved (Work Around),Resolved: server high cpu alert addressed by Infrastructure.,Closed,false,0,No,Low,4 - Low,4,2025-08-11 09:25:48
INC4001055,Shared drive inaccessible,4 - Low,Network,Performance,Cloud Ops,Nimbus File Storage,Chat,2025-07-17 08:20:31,2025-07-19 18:26:31,2025-07-19 18:26:31,Solved (Work Around),Resolved: shared drive inaccessible addressed by Cloud Ops.,Closed,true,0,Yes,Low,4 - Low,4,2025-07-17 08:20:31
INC4001061,Disk space low on host,3 - Moderate,Hardware,Performance,Infrastructure,Atlas Monitoring,Chat,2025-07-02 13:13:15,2025-07-04 12:13:15,2025-07-04 12:13:15,Known Error,Resolved: disk space low on host addressed by Infrastructure.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-07-02 13:13:15
INC4001064,CRM page very slow to load,1 - Critical,Access,Outage,App Support,Globex CRM,Phone,2025-07-26 14:56:15,2025-07-27 00:14:15,2025-07-27 00:14:15,Solved (Work Around),Resolved: crm page very slow to load addressed by App Support.,Closed,true,0,No,Critical,1 - Critical,1,2025-07-26 14:56:15
INC4001065,Cannot scan to email,4 - Low,Support,Outage,Deskside Support,Vertex Print Service,Phone,2025-10-18 23:35:16,2025-10-21 03:41:16,2025-10-21 03:41:16,Known Error,Resolved: cannot scan to email addressed by Deskside Support.,Closed,true,1,No,Low,4 - Low,4,2025-10-18 23:35:16
INC4001069,Payment gateway returns 500,4 - Low,Software,Performance,App Support,Acme Payments API,Chat,2025-11-21 10:27:23,2025-11-23 19:45:23,2025-11-23 19:45:23,Known Error,Resolved: payment gateway returns 500 addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-11-21 10:27:23
INC4001072,HR portal error on submit,2 - High,Email,Performance,App Support,Helios HR Portal,Chat,2025-07-25 03:40:07,2025-07-27 17:40:07,2025-07-27 17:40:07,Solved (Permanently),Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,High,2 - High,2,2025-07-25 03:40:07
INC4001075,Report shows stale data,3 - Moderate,Database,Configuration,Database Team,Orion Data Warehouse,Chat,2025-08-09 11:32:34,2025-08-12 06:02:34,2025-08-12 06:02:34,Closed/Resolved by Caller,Resolved: report shows stale data addressed by Database Team.,Closed,false,0,Yes,Moderate,3 - Moderate,3,2025-08-09 11:32:34
INC4001080,Printer offline,4 - Low,Hardware,Performance,Deskside Support,Vertex Print Service,Walk-in,2025-10-21 17:40:43,2025-10-22 13:58:43,2025-10-22 13:58:43,Not Reproducible,Resolved: printer offline addressed by Deskside Support.,Closed,false,0,No,Low,4 - Low,4,2025-10-21 17:40:43
INC4001081,File restore request,4 - Low,Access,Error,Cloud Ops,Nimbus File Storage,Chat,2025-11-11 13:58:37,2025-11-14 02:58:37,2025-11-14 02:58:37,Known Error,Resolved: file restore request addressed by Cloud Ops.,Closed,true,0,No,Low,4 - Low,4,2025-11-11 13:58:37
INC4001085,CRM login failure,4 - Low,Network,Configuration,App Support,Globex CRM,Walk-in,2025-07-03 07:37:28,2025-07-03 17:55:28,2025-07-03 17:55:28,Not Reproducible,Resolved: crm login failure addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-07-03 07:37:28
INC4001092,ETL job failed,4 - Low,Access,Outage,Database Team,Orion Data Warehouse,Walk-in,2025-11-12 03:03:15,2025-11-12 11:57:15,2025-11-12 11:57:15,Solved (Permanently),Resolved: etl job failed addressed by Database Team.,Closed,true,0,No,Low,4 - Low,4,2025-11-12 03:03:15
INC4001095,MFA prompt not received,2 - High,Hardware,Outage,Identity & Access,Titan Auth Service,Self-service,2025-10-02 11:21:14,2025-10-02 15:51:14,2025-10-02 15:51:14,Known Error,Resolved: mfa prompt not received addressed by Identity & Access.,Closed,true,0,Yes,High,2 - High,2,2025-10-02 11:21:14
INC4001099,Payment timeout at checkout,4 - Low,Network,Request,App Support,Acme Payments API,Phone,2025-07-09 01:24:52,2025-07-11 15:36:52,2025-07-11 15:36:52,Solved (Work Around),Resolved: payment timeout at checkout addressed by App Support.,Closed,true,1,No,Low,4 - Low,4,2025-07-09 01:24:52
INC4001106,HR portal error on submit,4 - Low,Software,Configuration,App Support,Helios HR Portal,Email,2025-08-15 10:22:18,2025-08-18 04:22:18,2025-08-18 04:22:18,Solved (Permanently),Resolved: hr portal error on submit addressed by App Support.,Closed,true,0,No,Low,4 - Low,4,2025-08-15 10:22:18
INC4001113,Print job stuck in queue,4 - Low,Network,Outage,Deskside Support,Vertex Print Service,Email,2025-12-27 14:22:10,2025-12-30 11:04:10,2025-12-30 11:04:10,Solved (Permanently),Resolved: print job stuck in queue addressed by Deskside Support.,Closed,false,0,No,Low,4 - Low,4,2025-12-27 14:22:10
INC4001115,Mailbox quota exceeded,1 - Critical,Access,Outage,Cloud Ops,Mailflow Online,Walk-in,2025-08-23 08:41:08,2025-08-25 17:17:08,2025-08-25 17:17:08,Closed/Resolved by Caller,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,0,No,Critical,1 - Critical,1,2025-08-23 08:41:08
INC4001121,Payment gateway returns 500,3 - Moderate,Support,Error,App Support,Acme Payments API,Email,2025-12-18 15:05:23,2025-12-18 17:17:23,2025-12-18 17:17:23,Solved (Permanently),Resolved: payment gateway returns 500 addressed by App Support.,Closed,false,0,No,Moderate,3 - Moderate,3,2025-12-18 15:05:23
INC4001123,Email not syncing,3 - Moderate,Database,Outage,Cloud Ops,Mailflow Online,Self-service,2025-10-05 22:56:42,2025-10-06 16:26:42,2025-10-06 16:26:42,Solved (Permanently),Resolved: email not syncing addressed by Cloud Ops.,Closed,true,1,No,Moderate,3 - Moderate,3,2025-10-05 22:56:42
INC4001125,SSO redirect loop,4 - Low,Database,Request,Identity & Access,Titan Auth Service,Self-service,2025-12-26 08:14:40,2025-12-26 14:50:40,2025-12-26 14:50:40,Known Error,Resolved: sso redirect loop addressed by Identity & Access.,Closed,true,1,No,Low,4 - Low,4,2025-12-26 08:14:40
INC4001132,Mailbox quota exceeded,3 - Moderate,Database,Outage,Cloud Ops,Mailflow Online,Email,2025-08-23 09:02:27,2025-08-25 22:20:27,2025-08-25 22:20:27,Closed/Resolved by Caller,Resolved: mailbox quota exceeded addressed by Cloud Ops.,Closed,true,0,No,Moderate,3 - Moderate,3,2025-08-23 09:02:27
INC4001133,Email not syncing,4 - Low,Hardware,Request,Cloud Ops,Mailflow Online,Chat,2025-07-25 21:48:11,2025-07-28 05:24:11,2025-07-28 05:24:11,Not Reproducible,Resolved: email not syncing addressed by Cloud Ops.,Closed,false,0,Yes,Low,4 - Low,4,2025-07-25 21:48:11
